id_CH,id_ZH,id_RO,empire,kingdom,phylum,class,order,family,genus,species,size,potentiallyToxic,affiliation,synonyms,EstimatedBiovolumesFromLiterature,Literature,volume_um.3,kremer_key,kremer_match,min_nu.biovol,mn_nu.biovol,mdn_nu.biovol,max_nu.biovol,sd_nu.biovol,n,mn_cells.per.nu,n_sources,w.tsn,analysis,comments,size_category,motility,physiology,colony_growth,stRategy,cell_shape,special_nutrition,volume_um.3.1,surface_um.2,VWS,GRE,HAL,SEM,BAL,BoOber,Unter,WAL,qualifier_as_food,species_buergi,coloniality,comments_coloniality,guild,guild.code
1352,NA,s121,eukaryota,Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Neidiaceae,Neidium,productum,,NA,Neidium productum,,NA,,NA,Neidium,genus,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1353,NA,s129,eukaryota,Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,appendiculata,,NA,Pinnularia appendiculata,,NA,,NA,Pinnularia appendiculata,species,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1354,NA,s130,eukaryota,Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,episcopalis,,NA,Pinnularia episcopalis,,NA,,NA,Pinnularia,genus,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1355,NA,s106,eukaryota,Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Pleurosigmataceae,Gyrosigma,acuminatum,,NA,Gyrosigma acuminatum,,NA,,NA,Gyrosigma acuminatum,species,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356,NA,s116,eukaryota,Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Proschkiniaceae,Proschkinia,longirostris,,NA,Proschkinia longirostris,Navicula longirostris,NA,,NA,Navicula,genus,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1357,NA,s112,eukaryota,Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,bacillum,,NA,Sellaphora bacillum,Navicula bacillum,NA,,NA,Sellaphora bacillum,species,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1358,NA,s097,eukaryota,Chromista,Bacillariophyta,Bacillariophyceae,Rhopalodiales,Rhopalodiaceae,Epithemia,adnata,,NA,Epithemia adnata,Epithemia zebra,NA,,NA,Epithemia adnata,species,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1359,NA,s137,eukaryota,Chromista,Bacillariophyta,Bacillariophyceae,Surirellales,Surirellaceae,Surirella,didyma,,NA,Surirella didyma,,NA,,NA,Surirella,genus,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1360,NA,s138,eukaryota,Chromista,Bacillariophyta,Bacillariophyceae,Surirellales,Surirellaceae,Surirella,elegans,,NA,Surirella elegans,,NA,,NA,Surirella elegans,species,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1361,NA,s142,eukaryota,Chromista,Bacillariophyta,Fragilariophyceae,Licmophorales,Ulnariaceae,Tabularia,fasciculata,,NA,Tabularia fasciculata,Synedra affinis,NA,,NA,Tabularia fasciculata,species,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1400,NA,,eukaryota,Chromista,Bacillariophyta,Bacillariophyceae,Pennales,,,,,NA,,,NA,,1000,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,biomass only,NA,c,c,a,b,K,d,a,1000,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pennales,0,,diatoms,P7
1401,NA,,eukaryota,Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Isochrysidaceae,Chrysidalis,sp,,NA,Chrysidalis sp,,NA,,660,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,all,species untraceable in any serious database! Does not occur in data!,c,a,d,b,R,c,NA,660,360,NA,NA,NA,NA,NA,NA,NA,NA,600,Chrysidalis sp,NA,,NA,NA
1402,NA,,eukaryota,Chromista,Ochrophyta,Chrysophyceae,Hibberdiales,Stylococcaceae,Derepyxis,sp,,NA,Derepyxis sp,,NA,,370,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,all,NA,c,a,d,b,R,c,NA,370,250,NA,NA,NA,NA,NA,NA,NA,NA,350,Derepyxis sp,0,,gold algae,P10
1403,NA,,eukaryota,Chromista,Bigyra,Bicosea,Bicosecida,Pseudodendromonadaceae,Pseudodendromonas,sp,,NA,Pseudodendromonas sp,,NA,,150,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,all,NA,d,c,d,h,K,c,NA,150,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pseudodendromonas,0,,gold algae,P9
1404,511800,,eukaryota,Chromista,Haptophyta,Haptophyceae,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,sp,,NA,Chrysochromulina sp,,NA,,40,Chrysochromulina,genus,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1405,NA,,eukaryota,Protozoa,Choanozoa,Choanoflagellatea,Craspedida,Codonosigaceae,Cladomonas,sp,,NA,Cladomonas sp,,NA,,70,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cladomonas sp,NA,,NA,NA
1501,NA,,eukaryota,Chromista,Ochrophyta,Synurophyceae,Chloramoebales,Chloramoebaceae,Phacomonas,sp,,NA,Phacomonas sp,,NA,,150,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,all,NA,b,a,d,b,K,b,NA,150,140,NA,NA,NA,NA,NA,NA,NA,NA,140,Phacomonas sp,0,,gold algae,P9
1502,NA,,eukaryota,Chromista,Ochrophyta,Xanthophyceae,Rhizochloridales,Stipitococcaceae,Stipitococcus,sp,,NA,Stipitococcus sp,,NA,,500,Stipitococcus,genus,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1503,NA,,eukaryota,Chromista,Ochrophyta,Xanthophyceae,Heterogloeales,Characidiopsidaceae,Characidiopsis,sp,,NA,Characidiopsis sp,,NA,,250,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,all,NA,d,c,a,b,K,d,NA,250,200,NA,NA,NA,NA,NA,250,250,NA,20,Characidiopsis sp,0,,gold algae,P9
1504,NA,,eukaryota,Chromista,Ochrophyta,Xanthophyceae,Mischococcales,Pleurochloridaceae,Pleurochloris,sp,,NA,Pleurochloris sp,,NA,,860,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,all,NA,c,c,a,b,K,a,NA,860,500,NA,NA,NA,NA,NA,NA,NA,NA,450,Pleurochloris sp,0,,gold algae,P10
1505,NA,,eukaryota,Chromista,Ochrophyta,Xanthophyceae,Mischococcales,Pleurochloridaceae,Chloridella,sp,,NA,Chloridella sp,,NA,,250,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,all,NA,c,c,a,b,K,a,NA,250,200,NA,NA,NA,NA,NA,NA,NA,NA,200,Chloridella sp,0,,gold algae,P9
1506,NA,,eukaryota,Chromista,Ochrophyta,Xanthophyceae,Mischococcales,Pleurochloridaceae,Monallantus,sp,,NA,Monallantus sp,,NA,,300,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,all,NA,c,c,a,b,K,g,NA,300,250,NA,NA,NA,NA,NA,NA,NA,NA,250,Monallantus sp,0,,gold algae,P10
1507,NA,,eukaryota,Chromista,Ochrophyta,Xanthophyceae,Mischococcales,Pleurochloridaceae,Monodus,sp,,NA,Monodus sp,,NA,,300,Monodus,genus,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1508,NA,,eukaryota,Chromista,Ochrophyta,Xanthophyceae,Mischococcales,Pleurochloridaceae,Chlorocloster,sp,,NA,Chlorocloster sp,,NA,,750,Chlorocloster,genus,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1509,NA,,eukaryota,Chromista,Ochrophyta,Xanthophyceae,Mischococcales,Centritactaceae,Pseudotetraedron,sp,,NA,Pseudotetraedron sp,,NA,,380,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,all,NA,c,c,a,b,K,j,NA,380,440,NA,NA,NA,NA,NA,NA,NA,NA,300,Pseudotetraedron sp,0,,gold algae,P10
1510,NA,,eukaryota,Chromista,Ochrophyta,Xanthophyceae,Mischococcales,Pleurochloridaceae,Polyedriella,sp,,NA,Polyedriella sp,,NA,,720,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,all,NA,c,c,a,b,K,h,NA,720,500,NA,NA,NA,NA,NA,NA,NA,NA,350,Polyedriella sp,0,,gold algae,P10
1511,NA,,eukaryota,Chromista,Ochrophyta,Xanthophyceae,Mischococcales,Pleurochloridaceae,Tetraedriella,sp,,NA,Tetraedriella sp,,NA,,1000,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,all,NA,d,c,a,b,K,h,NA,1000,650,NA,NA,NA,NA,NA,NA,NA,NA,100,Tetraedriella sp,0,,gold algae,P10
1512,NA,,eukaryota,Chromista,Ochrophyta,Xanthophyceae,Mischococcales,Pleurochloridaceae,Tetraedriella,spinigera,,NA,Tetraedriella spinigera,,NA,,1500,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,all,NA,d,c,a,b,K,h,NA,1500,850,NA,NA,NA,NA,NA,NA,NA,NA,100,Tetraedriella spinigera,0,,gold algae,P10
1513,NA,,eukaryota,Chromista,Ochrophyta,Eustigmatophyceae,Eustigmatales,Eustigmataceae,Pseudostaurastrum,sp,,NA,Pseudostaurastrum sp,,NA,,1500,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,all,NA,d,c,a,b,K,j,NA,1500,1100,NA,NA,NA,NA,NA,NA,NA,NA,150,Pseudostaurastrum sp,0,,gold algae,P10
1514,NA,,eukaryota,Chromista,Ochrophyta,Xanthophyceae,Mischococcales,Pleurochloridaceae,Goniochloris,sp,,NA,Goniochloris sp,,NA,,200,Goniochloris,genus,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1515,NA,,eukaryota,Chromista,Ochrophyta,Xanthophyceae,Mischococcales,Pleurochloridaceae,Isthmochloron,sp,,NA,Isthmochloron sp,,NA,,200,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,all,NA,c,c,a,b,K,j,NA,200,150,NA,NA,NA,NA,NA,200,200,NA,180,Isthmochloron sp,0,,gold algae,P9
1516,NA,,eukaryota,Chromista,Ochrophyta,Xanthophyceae,Mischococcales,Pleurochloridaceae,Isthmochloron,lobulatum,,NA,Isthmochloron lobulatum,,NA,,400,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,all,NA,d,c,a,b,K,j,NA,400,1000,NA,NA,NA,NA,NA,200,200,NA,100,Isthmochloron lobulatum,0,,gold algae,P10
1517,NA,,eukaryota,Chromista,Ochrophyta,Xanthophyceae,Mischococcales,Botrydiopsidaceae,Botrydiopsis,sp,,NA,Botrydiopsis sp,,NA,,12000,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,all,NA,d,c,a,b,K,a,NA,12000,3800,NA,NA,NA,NA,NA,NA,NA,NA,600,Botrydiopsis sp,3,,gold algae,P11
1518,NA,,eukaryota,Chromista,Ochrophyta,Xanthophyceae,Mischococcales,Botrydiopsidaceae,Botrydiopsis,arhiza,,NA,Botrydiopsis arhiza,,NA,,12000,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,all,NA,d,c,a,b,K,a,NA,12000,3800,NA,NA,NA,NA,NA,NA,NA,NA,600,Botrydiopsis arhiza,NA,,gold algae,NA
1519,NA,,eukaryota,Chromista,Ochrophyta,Xanthophyceae,Mischococcales,Botryochloridaceae,Botryochloris,sp,,NA,Botryochloris sp,,NA,,150,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,all,NA,d,c,a,f,K,a,NA,150,150,NA,NA,NA,NA,NA,NA,NA,NA,50,Botryochloris sp,NA,,gold algae,NA
1520,NA,,eukaryota,Chromista,Ochrophyta,Eustigmatophyceae,Eustigmatales,Chlorobothryaceae,Chlorobotrys,sp,,NA,Chlorobotrys sp,,NA,,150,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,all,NA,c,c,a,f,K,a,NA,150,150,NA,NA,NA,NA,NA,NA,NA,NA,50,Chlorobotrys sp,0,,gold algae,P9
1521,NA,,eukaryota,Chromista,Ochrophyta,Xanthophyceae,Mischococcales,Mischococcaceae,Mischococcus,sp,,NA,Mischococcus sp,,NA,,250,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,all,NA,c,c,a,h,K,a,NA,250,170,NA,NA,NA,NA,NA,NA,NA,NA,150,Mischococcus sp,3,,gold algae,P11
1522,NA,,eukaryota,Chromista,Ochrophyta,Xanthophyceae,Mischococcales,Characiopsidaceae,Characiopsis,sp,,NA,Characiopsis sp,,NA,,800,Characiopsis,genus,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1523,NA,,eukaryota,Chromista,Ochrophyta,Xanthophyceae,Mischococcales,Characiopsidaceae,Characiopsis,subulata,,NA,Characiopsis subulata,,NA,,800,Characiopsis,genus,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1524,NA,,eukaryota,Chromista,Ochrophyta,Xanthophyceae,Mischococcales,Characiopsidaceae,Characiopsis,longipes,,NA,Characiopsis longipes,,NA,,2500,Characiopsis,genus,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1525,NA,,eukaryota,Chromista,Ochrophyta,Xanthophyceae,Mischococcales,Characiopsidaceae,Characiopsis,aculeata,,NA,Characiopsis aculeata,,NA,,5000,Characiopsis,genus,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1526,NA,,eukaryota,Chromista,Ochrophyta,Xanthophyceae,Mischococcales,Centritactaceae,Centritractus,sp,,NA,Centritractus sp,,NA,,1450,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,all,NA,c,c,a,b,K,f,NA,1450,750,NA,NA,NA,NA,NA,NA,NA,NA,150,Centritractus sp,0,,gold algae,P10
1527,NA,,eukaryota,Chromista,Ochrophyta,Xanthophyceae,Mischococcales,Ophiocytiaceae,Ophiocytium,sp,,NA,Ophiocytium sp,,NA,,3900,Ophiocytium,genus,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1528,512100,,eukaryota,Chromista,Ochrophyta,Xanthophyceae,Tribonematales,Tribonemataceae,Heterothrix,sp,,NA,Heterothrix sp,,NA,,100,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,all,NA,d,c,b,h,K,g,NA,100,75,NA,NA,NA,NA,NA,NA,NA,NA,50,Heterothrix sp,1,,gold algae,P11
1529,NA,,eukaryota,Chromista,Ochrophyta,Xanthophyceae,Tribonematales,Tribonemataceae,Bumilleria,sp,,NA,Bumilleria sp,,NA,,100,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bumilleria sp,1,attempting to grow on filament colony,gold algae,P11
1530,530200,s072,eukaryota,Chromista,Ochrophyta,Xanthophyceae,Tribonematales,Tribonemataceae,Tribonema,sp,,NA,Tribonema sp,,NA,,425,Tribonema,genus,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1531,NA,,eukaryota,Chromista,Ochrophyta,Xanthophyceae,Tribonematales,Tribonemataceae,Tribonema,minus,,NA,Tribonema minus,,NA,,425,Tribonema,genus,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532,NA,,eukaryota,Chromista,Ochrophyta,Xanthophyceae,Tribonematales,Tribonemataceae,Tribonema,vulgare,,NA,Tribonema vulgare,,NA,,425,Tribonema,genus,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1533,NA,,eukaryota,Chromista,Ochrophyta,Xanthophyceae,Tribonematales,Tribonemataceae,Tribonema,viride,,NA,Tribonema viride,,NA,,425,Tribonema,genus,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1534,NA,,eukaryota,Chromista,Ochrophyta,Xanthophyceae,Botrydiales,Botrydiaceae,Botrydium,sp,,NA,Botrydium sp,,NA,,425,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Botrydium sp,0,,gold algae,P10
1535,NA,,eukaryota,Chromista,Ochrophyta,Xanthophyceae,Vaucheriales,Vaucheriaceae,Vaucheria,sp,,NA,Vaucheria sp,,NA,,425,Vaucheria,genus,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536,NA,,eukaryota,Chromista,Ochrophyta,Xanthophyceae,Vaucheriales,Vaucheriaceae,Vaucheria,sessilis,,NA,Vaucheria sessilis,,NA,,425,Vaucheria,genus,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1537,NA,,eukaryota,Chromista,Ochrophyta,Xanthophyceae,Mischococcales,Pleurochloridaceae,Trachydiscus,sp,,NA,Trachydiscus sp,,NA,,425,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trachydiscus sp,0,,gold algae,P10
1538,NA,,eukaryota,Chromista,Ochrophyta,Eustigmatophyceae,Eustigmatales,Pseudocharaciopsidaceae,Ellipsoidion,sp,,NA,Ellipsoidion sp,,NA,,425,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ellipsoidion sp,NA,,gold algae,NA
1539,NA,,eukaryota,Chromista,Ochrophyta,Xanthophyceae,Mischococcales,Gloeobotrydaceae,Gloeobotrys,sp,,NA,Gloeobotrys sp,,NA,,5000,Gloeobotrys,genus,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1540,NA,,eukaryota,Chromista,Ochrophyta,Synurophyceae,Chloramoebales,Chloramoebaceae,Nephrochloris,incertae,,NA,Nephrochloris incertae,,NA,,5000,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nephrochloris incertae,0,,gold algae,P10
1541,NA,s203,eukaryota,Chromista,Ochrophyta,Xanthophyceae,Mischococcales,Pleurochloridaceae,Goniochloris,mutica,,NA,Goniochloris mutica,Polyedrium muticum / Tetraedron muticum,NA,,600,Tetraedron muticum,species,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1542,530300,,eukaryota,Chromista,Ochrophyta,Xanthophyceae,Mischococcales,Centritactaceae,Bumilleriopsis,sp,,NA,Bumilleriopsis sp,,NA,,1000,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bumilleriopsis sp,NA,,gold algae,NA
1543,530201,,eukaryota,Chromista,Ochrophyta,Xanthophyceae,Tribonematales,Tribonemataceae,Tribonema,angustissimum,,NA,Tribonema angustissimum,,NA,,NA,Tribonema,genus,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1544,512101,,eukaryota,Chromista,Ochrophyta,Xanthophyceae,Tribonematales,Xanthonemataceae,Xanthonema,exile,,NA,Xanthonema exile,Heterothrix exilis,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Xanthonema exile,1,,gold algae,P11
1545,530101,,eukaryota,Chromista,Ochrophyta,Xanthophyceae,Mischococcales,Gloeobotrydaceae,Chlorosaccus,fluidus,,NA,Chlorosaccus fluidus,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,gold algae,NA
1546,NA,s201,eukaryota,Chromista,Ochrophyta,Eustigmatophyceae,Eustigmatales,Eustigmataceae,Pseudostaurastrum,hastatum,,NA,Pseudostaurastrum hastatum,Tetraedron hastatum / Polyedrium tetraedricum f hastatum / Polyedrium hastatum,NA,,NA,Tetraedron,genus,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1597,NA,,eukaryota,Chromista,Ochrophyta,Xanthophyceae,,,,,small,NA,,,NA,,90,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,biomass only,NA,c,a,d,b,K,a,NA,90,NA,NA,NA,NA,NA,NA,90,90,NA,NA,Xanthophyceae small,NA,,gold algae,NA
1598,NA,,eukaryota,Chromista,Ochrophyta,Xanthophyceae,,,,,intermediate,NA,,,NA,,300,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,biomass only,NA,c,a,d,b,K,a,NA,300,NA,NA,NA,NA,NA,NA,300,300,NA,NA,Xanthophyceae medium,NA,,gold algae,NA
1599,NA,,eukaryota,Chromista,Ochrophyta,Xanthophyceae,,,,,large,NA,,,NA,,1500,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,biomass only,NA,d,a,d,b,K,g,NA,1500,700,NA,NA,NA,NA,NA,1500,1500,NA,NA,Xanthophyceae large,NA,,gold algae,NA
1600,530301,,eukaryota,Chromista,Ochrophyta,Xanthophyceae,Mischococcales,Centritactaceae,Bumilleriopsis,brevis,,NA,Bumilleriopsis brevis,,NA,,1000,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bumilleriopsis brevis,0,,gold algae,P10
1701,NA,,eukaryota,Protozoa,Dinophyta,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Amphidinium,sp,,NA,Amphidinium sp,,NA,,1300,Amphidinium,genus,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1702,NA,,eukaryota,Protozoa,Dinophyta,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Amphidinium,turicense,,NA,Amphidinium turicense,,NA,,1300,Amphidinium,genus,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1703,620200,s066,eukaryota,Protozoa,Dinophyta,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,sp,,NA,Gymnodinium sp,,NA,,1500,Gymnodinium,genus,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1704,NA,,eukaryota,Protozoa,Dinophyta,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,cnecoides,,NA,Gymnodinium cnecoides,,NA,,1500,Gymnodinium,genus,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1705,NA,,eukaryota,Protozoa,Dinophyta,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,lantzschii,,NA,Gymnodinium lantzschii,,NA,,1100,Gymnodinium,genus,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1706,620202,,eukaryota,Protozoa,Dinophyta,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,helveticum,,NA,Gymnodinium helveticum,,NA,,18000,Gymnodinium helveticum,species,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1707,NA,,eukaryota,Protozoa,Dinophyta,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,mirabile,,NA,Gymnodinium mirabile,,NA,,40000,Gymnodinium,genus,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1708,NA,,eukaryota,Protozoa,Dinophyta,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,uberrimum,,NA,Gymnodinium uberrimum,,NA,,6300,Gymnodinium uberrimum,species,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709,NA,,eukaryota,Protozoa,Dinophyta,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,excavatum,,NA,Gymnodinium excavatum,,NA,,40000,Gymnodinium,genus,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1710,NA,,eukaryota,Protozoa,Dinophyta,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,sp,,NA,Gyrodinium sp,,NA,,40000,Gyrodinium,genus,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711,NA,,eukaryota,Protozoa,Dinophyta,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Katodinium,sp,,NA,Katodinium sp,,NA,,40000,Katodinium,genus,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1712,620500,,eukaryota,Protozoa,Dinophyta,Dinophyceae,Peridiniales,Peridiniaceae,Glenodinium,sp,,NA,Glenodinium sp,,NA,,2500,Glenodinium,genus,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1713,NA,,eukaryota,Protozoa,Dinophyta,Dinophyceae,Peridiniales,Pfiesteriaceae,Tyrannodinium,edax,,NA,Tyrannodinium edax,Glenodinium edax,NA,,5000,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,all,NA,d,a,d,b,K,a,NA,5000,2500,NA,NA,NA,NA,NA,10000,10000,NA,600,Tyrannodinium edax,0,,dinoflagellates,P14
1714,NA,,eukaryota,Protozoa,Dinophyta,Dinophyceae,Gymnodiniales,Hemidiniaceae,Hemidinium,sp,,NA,Hemidinium sp,,NA,,5000,Hemidinium,genus,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1715,NA,s067,eukaryota,Protozoa,Dinophyta,Dinophyceae,Gymnodiniales,Hemidiniaceae,Hemidinium,nasutum,,NA,Hemidinium nasutum,,NA,,5000,Hemidinium,genus,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1716,NA,,eukaryota,Protozoa,Dinophyta,Dinophyceae,Peridiniales,Glenodiniopsidaceae,Glenodiniopsis,sp,,NA,Glenodiniopsis sp,,NA,,5000,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,NA,5000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Glenodiniopsis sp,0,,dinoflagellates,P14
1717,NA,,eukaryota,Protozoa,Dinophyta,Dinophyceae,Peridiniales,Peridiniaceae,Cleistoperidinium,sp,,NA,Cleistoperidinium sp,,NA,,5000,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cleistosphaeridinium,0,,dinoflagellates,P14
1718,620300,s068,eukaryota,Protozoa,Dinophyta,Dinophyceae,Peridiniales,Peridiniaceae,Peridinium,sp,,NA,Peridinium sp,,NA,,8000,Peridinium,genus,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1719,NA,,eukaryota,Protozoa,Dinophyta,Dinophyceae,Peridiniales,Peridiniaceae,Peridinium,cinctum,,NA,Peridinium cinctum,,NA,,25000,Peridinium cinctum,species,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1720,NA,,eukaryota,Protozoa,Dinophyta,Dinophyceae,Peridiniales,Peridiniaceae,Peridinium,bipes,,NA,Peridinium bipes,,NA,,12000,Peridinium bipes,species,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
